id,league,realm,indexed,seller,fee,price_amount_original,price_currency_original,price_type,price_amount_in_base,price_currency_in_base,price_rate_to_base,verified,rarity,base_type,type_line,name,ilvl,identified,corrupted,duplicated,unmodifiable,category,stack_size,max_stack_size,support,gem_sockets,weapon_requirements,gem_tabs,gem_background,gem_skill,sec_descr_text,flavour_text,descr_text,sockets,properties,requirements,granted_skills,socketed_items,extended,rune_mods,desecrated_mods,implicit_mods,explicit_mods,veiled_mods,desecrated
1245de7206cb06826b6803fe1dca4cd5be55210d75fba1656423a4d55c9f736f,Rise of the Abyssal,poe2,2025-08-31T10:17:10Z,goodtimesalan#4969,3169,1.0,Orb of Augmentation,~b/o,1.3333333333333333,Exalted Orb,1.3333333333333333,True,Rare,Attuned Wand,Attuned Wand,Horror Weaver,30,True,True,False,False,Wand,,,,[],[],[],,,,[],,[],"[{""name"": ""[Wand]"", ""values"": [], ""displayMode"": 0}]","[{""name"": ""Level"", ""values"": [[""26"", 0]], ""displayMode"": 0, ""type"": 62}, {""name"": ""[Intelligence|Int]"", ""values"": [[""48"", 0]], ""displayMode"": 1, ""type"": 65}]","[{""name"": ""Grants Skill"", ""values"": [[""Level 8 Mana Drain"", 25]], ""displayMode"": 0, ""icon"": ""https://web.poecdn.com/gen/image/WzIxLDE0LHsiayI6IjJEQXJ0L1NraWxsSWNvbnMvTWFuYURyYWluV2VhcG9uU2tpbGwiLCJyZWFsbSI6InBvZTIifV0/28257d10cc/ManaDrainWeaponSkill.png""}]",[],"{""mods"": {""explicit"": [{""name"": ""Tainted"", ""tier"": ""P7"", ""level"": 8, ""magnitudes"": [{""hash"": ""explicit.stat_736967255"", ""min"": ""35"", ""max"": ""44""}]}, {""name"": ""of the Hearth"", ""tier"": ""S1"", ""level"": 30, ""magnitudes"": [{""hash"": ""explicit.stat_789117908"", ""min"": ""18"", ""max"": ""22""}, {""hash"": ""explicit.stat_1263695895"", ""min"": ""15"", ""max"": ""15""}]}, {""name"": ""of Anarchy"", ""tier"": ""S5"", ""level"": 2, ""magnitudes"": [{""hash"": ""explicit.stat_4226189338"", ""min"": ""1"", ""max"": ""1""}]}, {""name"": ""of Anger"", ""tier"": ""S5"", ""level"": 21, ""magnitudes"": [{""hash"": ""explicit.stat_274716455"", ""min"": ""15"", ""max"": ""19""}]}]}, ""hashes"": {""explicit"": [[""explicit.stat_736967255"", [0]], [""explicit.stat_4226189338"", [2]], [""explicit.stat_274716455"", [3]], [""explicit.stat_789117908"", [1]], [""explicit.stat_1263695895"", [1]]], ""skill"": [[""skill.mana_drain"", null]]}}",[],[],[],"[""44% increased [Chaos] Damage"", ""+1 to Level of all [Chaos|Chaos] [Spell|Spell] Skills"", ""18% increased [CriticalDamageBonus|Critical Spell Damage Bonus]"", ""20% increased Mana Regeneration Rate"", ""15% increased [LightRadius|Light Radius]""]",[],False
